X,Y,OBJECTID,PORTFOLIO_MANAGER_ID,STREET_ADDRESS,PROPERTY_NAME,OPA_ACCOUNT_NUM,ZIP_CODE,NUM_OF_BUILDINGS,YEAR_BUILT,PRIMARY_PROP_TYPE_EPA_CALC,OPA_SQUARE_FOOTAGE,ELECTRICITY_USE_KBTU,NATURAL_GAS_USE_KBTU,FUEL_OIL_02_USE_KBTU,STEAM_USE_KBTU,ENERGY_STAR_SCORE,SITE_EUI_KBTUFT2,SOURCE_EUI_KBTUFT2,WATER_USE_ALL_KGAL,TOTAL_GHG_EMISSIONS_MTCO2E,NOTES,X_COORD,Y_COORD
-75.15338134765625,39.953796386718743,795,6846398,801 Arch Street,801 Arch Street,Not Available,19107,1,1975,Office,195018,12428100.82,104222.242800,,,58,64.300000,179,680,1264.600000,,-75.15343384,39.95367642
-75.23858642578125,39.964599609375,796,4123956,5900 RACE ST,Barry,783431200,19139,1,2008,K-12 School,99287,3843106.2,2532603.679000,,,32,64.200000,135.200000,1369.3,523.900000,,-75.23860376,39.96437494
-75.21636962890625,39.954406738281236,797,3589870,4700 LOCUST ST,Lea,783705200,19124,1,1914,K-12 School,70000,1159160.807,3334230.839000,0,,58,64.200000,96.400000,2821.2,294.500000,,-75.21643593,39.95432939
-75.2344970703125,40.054382324218757,798,5013007,7841 Ridge Avenue,Metropolitan Roxborough,881090000,19128,2,1964,Multifamily Housing,127615,2232311.236,5950993.528000,,,67,64.100000,97.900000,5955.9,542.200000,,-75.23454318,40.05432193
-75.1658935546875,39.951416015625,799,5023391,42 South 15th Street ,The Avenir,881031014,19102,1,1909,Multifamily Housing,140000,6998554.508,,,1973914.300000,37,64.100000,156.900000,8801.4,840.100000,,-75.16590749,39.95131633
-75.1658935546875,39.953613281249993,800,3681289,1500 John F. Kennedy Boulevard,2 Penn,883055500,19103,1,1956,Office,500000,24561111.4,,,7509137.100000,68,64.100000,155.600000,12699,2986.900000,,-75.16589367,39.95337803
-75.02850341796875,40.087829589843743,801,3330768,2000 BOWLER ST,Frank,786309400,19115,1,1961,K-12 School,74500,1379572.595,3395168.861000,,,61,64.100000,99.700000,1361.7,320.100000,,-75.02853827,40.0877198
-75.15069580078125,39.974182128906257,802,6045161,900 W Jefferson Street,900 W Jefferson Street,777502500,19122,1,1962,Office,56779,3505461.504,127170.651000,,,29,64,175.200000,307.4,361.900000,,-75.15070505,39.97411589
-75.17529296875,39.954406738281236,803,5023467,2101 Market St.,Murano Condominium  ASN,888094100,19103,1,2008,Multifamily Housing,598137,17240552.8,,,21054627.100000,40,64,123.100000,11097.4,3144.700000,,-75.17536298,39.95435235
-75.11590576171875,40.005798339843736,804,4830357,660 E Erie Ave,Police Gun Permit Facility,786124800,19134,1,1982,Office,53000,861531.3648,2525287.336000,,,68,63.900000,95.500000,172.2,221.400000,,-75.11587962,40.00563419
-75.15069580078125,39.9398193359375,805,3330824,725 SOUTH 5TH ST,Meredith,781485800,19147,1,1930,K-12 School,55437,874544.0504,2668289.569000,,,53,63.900000,94.700000,421.1,230.300000,,-75.15075279,39.93964671
-75.14019775390625,39.99078369140625,806,4069483,2603 N 5TH ST,Admin - Rivera Building,785547740,19133,1,1980,Office,60464,1520589.873,2337321.966000,,,78,63.800000,111,563.8,278.200000,,-75.14022544,39.99073157
-75.17010498046875,39.956604003906243,807,1485500,130 NORTH 18TH STREET,153-ONE LOGAN SQUARE,883061505,19103,1,1983,Office,1111787,53110611.96,17873153.400000,,,83,63.800000,150.600000,10350.6,6330,,-75.17012059,39.95639879
-75.14801025390625,40.05902099609375,808,3330969,6841 NORTH 19TH ST,Rowen,784552600,19126,1,1938,K-12 School,56400,692114.6464,269841.720300,2619653.800000,,62,63.500000,86.300000,1678.9,278.900000,,-75.14803732,40.05892617
-75.1353759765625,40.044616699218757,809,4989781,920 W Spencer St,Spencer Arms,881150800,19141,1,1960,Multifamily Housing,62895,903613.608,3091645.963000,,,67,63.500000,91.800000,4216.8,255.800000,,-75.13543742,40.04450053
-75.1676025390625,39.9508056640625,810,4975231,1601 Sansom Street,The Point at Rittenhouse Row,881547025,19103,1,1910,Multifamily Housing,90939,#VALUE!,,,,,63.400000,151.400000,,518.700000,,-75.16761215,39.95068421
-75.1676025390625,39.9508056640625,811,4975231,1601 Sansom Street,The Point at Rittenhouse Row,881547025,19103,1,1910,Multifamily Housing,90939,4406151.028,1360717.030000,,,,63.400000,151.400000,4708.7,518.700000,,-75.16761215,39.95068421
-75.14520263671875,39.989196777343743,812,3330890,720 WEST CUMBERLAND ST,Hartranft,785575000,19133,1,1968,K-12 School,85000,2106998.712,3273252.563000,,,50,63.300000,109.800000,0,387.300000,,-75.14525033,39.98905118
-75.148193359375,39.950012207031243,813,3653104,111 S. Independence Mall East,Bourse Building,Not Available,19106,1,1895,Office,413228,12455270.57,8532008.750000,,,,63.300000,132.300000,4209.4,1715,,-75.14819551,39.94974733
-75.1607666015625,39.956420898437493,814,3762103,1301 Race Street,097-Hampton Inn - Philadelphia,883704760,19107,1,2001,Hotel,159885,6230564.488,3859300.190000,,,80,63.100000,134.500000,7423,836.200000,,-75.16084251,39.95626985
-75.2421875,39.98663330078125,815,4126298,5925 MALVERN AVE,Beeber,783288200,19131,1,1933,K-12 School,139000,1247721.656,515948.358000,6993218.900000,,55,63,79.800000,1465.2,672.800000,,-75.24216184,39.98647282
-75.10589599609375,39.989990234374993,816,7727322,2301 E. Allegheny Ave.,Commonwealth Campus,883376890,19134,1,1910,Medical Office,237472,14921034.26,,,,75,62.800000,175.900000,7392.2,1511.700000,,-75.10594167,39.98985544
-75.207275390625,39.99981689453125,817,3788675,3905 Ford Rd,List Associates,774016000,19131,0,1956,Mixed Use Property,127785,4771412.452,3238658.449000,,,80,62.700000,131.200000,3518.6,655.400000,,-75.20730461,39.99966424
-75.08538818359375,40.012207031249993,818,3330955,1655 UNITY ST,Stearne,786424600,19124,1,1966,K-12 School,76150,2154428.583,2611790.748000,,,48,62.600000,115.200000,3783.9,357,,-75.08540605,40.01203516
-75.18408203125,39.9520263671875,819,4393810,30th & Walnut Streets,FMC Tower (167),883063410,19104,1,2016,Office,1041889,47757183.96,17499545.510000,,,69,62.600000,146,16105.8,5767.800000,,-75.1840605,39.951828
-75.1737060546875,39.954406738281236,820,16290,2001 Market Street,Two Commerce Square,883054361,19102,1,1992,Office,1088584,68176536.8,,,,75,62.600000,175.400000,15376.8,6907.100000,,-75.1736769,39.95416413
-75.16650390625,39.945617675781257,821,3634201,1420 Pine St.,Peirce College,3634201,19102,1,1898,College/University,94151,4588136.872,1294825.145000,,,,62.500000,150.900000,703.4,533.600000,,-75.16647395,39.94548106
-75.1668701171875,39.956237792968764,822,4155239,1601 Cherry Street,Three Parkway,883060510,19102,1,1970,Office,610065,28817407.39,,,9340124.100000,80,62.500000,150.700000,7635.6,3539.700000,,-75.16695285,39.95603929
-75.13909912109375,39.986816406249993,823,3330897,2331 N 4TH ST,Welsh,786646000,19133,1,1966,K-12 School,71000,1218236.516,3216214.432000,,,35,62.500000,95.600000,571.2,294.200000,,-75.13920059,39.98668291
-75.0341796875,40.03143310546875,824,3892250,7300 Torresdale Avenue,Saint Hubert's Catholic High School for Girls,778301000,19136,1,1924,K-12 School,163350,1689261.069,8491172.513000,,,78,62.300000,83.500000,2260.9,622.100000,,-75.03424642,40.03120159
-75.1968994140625,39.95562744140625,825,5040148,3701 chestnut st.,International House Philadelphia,773686000,19104,1,1970,Multifamily Housing,170000,8856023.424,1728296.945000,,,67,62.300000,156.500000,6812.5,989,,-75.19694222,39.95538511
-75.17071533203125,39.955993652343743,826,6322371,1835 Arch Street,The Lofts @ 1835 Arch,881035900,19103,1,2001,Multifamily Housing,269842,9117000.48,,,7705001.100000,26,62.300000,129,8991.6,1435.300000,,-75.17070345,39.95584349
-75.20257568359375,39.9398193359375,827,4125760,3600 Grays Ferry Avenue,3600 Grays Ferry Ave (FedEx Express),884122536,19146,1,2001,Distribution Center,109979,2669279.593,4178318.183000,,,14,62.300000,107.800000,178,492.400000,,-75.20254775,39.93972275
-75.23858642578125,40.0654296875,828,5140660,700 Cathedral Road,Cathedral East Apartments,881088500,19128,1,1964,Multifamily Housing,92156,1284017.488,4452007.361000,,,74,62.200000,89.700000,2217.3,366.600000,,-75.23865202,40.06520203
-75.0382080078125,40.07501220703125,829,4970926,2201 Tremont Street,St Regis Apartments,"881551176; 881179520",19034,2,1968,Multifamily Housing,322265,5840064.5,14165868.160000,,,81,62.100000,96.900000,15435.8,1344.100000,,-75.03828433,40.07480356
-75.1654052734375,39.93963623046875,830,3330808,901 S BROAD ST,CAPA,781021910,19147,1,1997,K-12 School,166630,5986695.2,4368512.699000,,,59,62.100000,128.100000,2392.6,838.600000,,-75.16548646,39.93942064
-75.02459716796875,40.10662841796875,831,3498649,10175 BUSTLETON AVE,Washington HS,786056200,19116,1,1962,K-12 School,346000,4331438.464,17166801.820000,,,67,62.100000,87.100000,10149,1350.600000,,-75.02469077,40.10641567
-75.2205810546875,40.001037597656243,832,4941421,2746 Belmont Avenue,the metropolitan bala,881157000,19131,1,1965,Multifamily Housing,119000,2308064.119,5066494.292000,,,83,62,99,4057.8,502.900000,,-75.22063498,40.00088213
-75.00958251953125,40.101989746093743,833,1548013,11000 ROOSEVELT BLVD STE 3,PHILADELPHIA NE (1809),882070800,19116,1,2003,Retail Store,146378,6310954.62,2761299.863000,,,82,62,140.500000,1005,786,,-75.00957268,40.10194148
-75.23358154296875,39.99761962890625,834,5027053,5320 City Ave,Lannon/Rashford,774500800,19131,1,2004,College/University,158239,9814423.516,,,,,62,173.700000,0,994.300000,,-75.2335578,39.99746206
-75.076904296875,40.033020019531257,835,5029193,6063 Roosevelt Blvd.,Oakland Terrace 2012 LP,881222000,19149,1,2012,Multifamily Housing,72840,1333153.7,3173110.310000,,,73,61.900000,97,3399.8,303.600000,,-75.07690646,40.03275558
-75.14111328125,39.9454345703125,836,4547873,201 S Columbus Blvd,Hilton Pennslanding Philadelphia,883710700,19106,1,1999,Hotel,585000,17051176.57,19117580.020000,,,92,61.800000,115.900000,11773.6,2742.900000,,-75.14116043,39.94530063
-75.18389892578125,39.99078369140625,837,3330851,3133 RIDGE AVE,Strawberry Mansion & Hill,784374200,19132,1,1964,K-12 School,320920,3957391.14,796940.683000,15072774.500000,,77,61.800000,84.600000,9026.8,1561.800000,,-75.18402465,39.99074372
-75.16510009765625,39.97381591796875,838,3852983,1700 W. Thompson St,Gesu School Inc,775874000,19121,1,1923,K-12 School,62567,2095116.763,1773172.791000,,,41,61.800000,123.500000,621,306.400000,,-75.1652027,39.9735595
-75.20330810546875,39.954833984374993,839,1799464,4015 Walnut Street,4015 Walnut Street,773579000,19104,1,1925,Non-Refrigerated Warehouse,63316,1620156.468,2288210.399000,,,,61.700000,109.600000,420.9,285.700000,,-75.2033692,39.95462712
-75.01409912109375,40.070007324218743,840,4925757,9601 Ashton Rd.,Victoria Woods,881193500,19114,15,1971,Multifamily Housing,256300,8556449.824,7209813.660000,,,42,61.500000,123,13413.4,1249.800000,,-75.01408394,40.06973958
-75.132080078125,39.975585937499993,841,4926582,1601 E Palmer Street,Neumann Senior Housing,881130485,19125,0,2006,Multifamily Housing,99000,3560063.74,2529185.608000,,,20,61.500000,127.500000,2970.8,495,,-75.13214144,39.97541288
-75.1654052734375,39.949829101562493,842,3596562,1429-33 Walnut St.,1429 Walnut,883039600,19102,1,1916,Office,77472,4155133.6,5094.742860,,596951.500000,53,61.400000,159.500000,2068.6,460.900000,,-75.16545673,39.94970723
-75.189208984375,40.036804199218743,843,3330938,6340 WAYNE AVE,Lingelbach,784473400,19144,1,1956,K-12 School,64963,877958.78,3108151.602000,,,48,61.400000,88.100000,912.6,254,,-75.189221,40.03674787
-75.12750244140625,39.968017578125,844,3696768,1334-76 Beach st,Penn Treaty Park Place,883365200,19125,1,1911,Office,144680,7817547.104,1044527.452000,,,80,61.300000,158.900000,1457.7,847.500000,,-75.12752016,39.96785958
-75.144287109375,39.942626953125007,845,5853435,410 South Front Street ,(PA2497) - 410 South Hill Condominium,888500908,19147,1,2015,Multifamily Housing,85498,3372356.654,1858939.994000,,,20,61.200000,133.300000,1794.6,440.400000,,-75.14435917,39.94247798
-75.15966796875,39.901611328124986,846,3736468,3660 S Lawrence St.,Novick Brothers Corp.,884154000,19148,0,1962,Distribution Center,63229,3649662.86,218875.117600,,,28,61.200000,165.300000,169.7,381.400000,,-75.15973258,39.90157379
-74.97308349609375,40.103027343749993,847,3788380,12645 DUNKS FERRY RD,OUR LADY OF VICTORY HALL,778144000,19154,0,1996,Other - Education,11869,233531.6104,492786.406500,,,,61.200000,98.700000,69.8,49.800000,,-74.9730774,40.10278903
-75.03619384765625,40.035034179687493,848,3330761,7300 COTTAGE ST,Forrest,786039800,19136,1,1928,K-12 School,63250,1152354.208,1022983.195000,1697400.100000,,53,61.200000,95.100000,608.1,297,,-75.03624999,40.03484111
-75.24371337890625,39.944824218749986,849,5927333,6000 Baltimore Ave,Bernice Arms,886650400,19143,1,1998,Multifamily Housing,42190,926549.072,1650833.982000,,,75,61.100000,102.600000,1332.9,181.600000,,-75.24377075,39.94456151
-75.17138671875,40.03961181640625,850,3569461,301 E. CHELTEN AVENUE,301 E. CHELTEN AVENUE,883550200,19144,1,1930,Mixed Use Property,85000,4294100.948,895555.640200,,,,61.100000,152.500000,947.2,482.600000,,-75.17142443,40.03948396
-75.18121337890625,39.9163818359375,851,3882112,2820A S 20th St Unit #12,Defense Center 2820A S 20TH ST Unit #12,884095052,19145,1,1941,Office,196375,8505645.144,3461303.964000,,,72,60.900000,139.800000,18841.3,1045.600000,,-75.18129615,39.91632224
-75.14630126953125,39.982604980468743,852,3330887,2000 N 7TH ST,Ferguson,781551800,19122,1,1922,K-12 School,99864,1041177.942,233691.151300,4803779.600000,,73,60.900000,80.200000,660.1,474.400000,,-75.14627714,39.98246704
-75.18798828125,39.958007812500007,853,3762582,3201-21 Arch Street,81-3201 Arch Street,774513500,19104,1,1920,College/University,72479,3674795.652,723806.283800,,,,60.700000,152.400000,1201.6,410.700000,,-75.18805927,39.95789664
-75.06427001953125,40.051635742187486,854,3642848,7301 Castor Avenue,Castor Place - All Stores,882064500,19152,1,1935,Retail Store,148474,8099419.248,890799.685300,,,49,60.600000,159,2592.7,867.900000,,-75.06434917,40.0514423
-75.2239990234375,40.083007812499993,855,3778264,9230 Germantown Ave,"Chestnut Hill College, Sugarloaf Hill",775519500,19118,5,1929,College/University,50171,1458742.596,1577599.233000,,,,60.500000,114.400000,305.5,231.600000,,-75.22405995,40.08286996
-75.1553955078125,39.917236328125,856,3330842,400 W PORTER ST,Taggart,781490600,19148,1,1916,K-12 School,66000,913132.7468,55076.217300,3021509.900000,,70,60.500000,85.900000,2497.9,319.700000,,-75.15540759,39.91703756
-75.02911376953125,40.078613281249993,857,3831435,9461 Roosevelt Blvd,Four Points Hotel/Richfield Hosipitality,883760000,19114,1,1973,Hotel,179000,6780039.792,4050602.544000,,,88,60.500000,129.800000,4688,902,,-75.02909789,40.07847044
-75.14898681640625,39.976989746093743,858,7566139,1600-22 N 8th Street,Gray Manor Apartments,Not Available,19122,1,1981,Multifamily Housing,104000,693695.7672,5599702.684000,,,,60.500000,75.200000,5751.8,367.700000,,-75.14904858,39.97684976
-75.17236328125,39.95318603515625,859,3216590,1900 Market Street,1900 Market Street (180),883034000,19103,1,1981,Office,488465,22165559.85,7323717.539000,,,80,60.400000,142.800000,4896.7,2634.600000,,-75.17244864,39.95309537
-75.17999267578125,39.98101806640625,860,3330870,1601 N. 28TH ST,Kelley William,784611000,19121,1,1966,K-12 School,72000,1163561.264,3175207.092000,,,50,60.300000,91.600000,537,286.500000,,-75.18006555,39.98081603
-75.04840087890625,40.06622314453125,861,5014096,2101 Strahle Street,Samuel Tabas Apartments fka Federation Apartments,778806010,19152,1,1974,Multifamily Housing,213225,10043976.05,2807395.075000,,,51,60.300000,145.800000,22048.3,1167.300000,,-75.0484521,40.06611189
-75.1781005859375,40.002624511718736,862,3330852,2900 W CLEARFIELD ST,Rhodes EW,784063000,19132,1,1972,K-12 School,180000,4506214.752,6352006.622000,,,27,60.300000,107.200000,1143.7,793.900000,,-75.17820048,40.00239888
-75.24530029296875,39.886596679687493,863,3364475,8800 TINICUM BLVD,Eastwick Center/PA/Site #F166,883082000,191533111,1,1990,Office,446812,26881424.94,,,,55,60.200000,168.500000,5273.8,2723.400000,,-75.24544525,39.88640598
-75.161376953125,39.958801269531257,864,4064179,317 N Broad Street,Packard Motor Car Building,881041400,19130,1,1910,Multifamily Housing,165000,9892735.74,,,,9,60,167.900000,5234.7,1002.200000,,-75.16141374,39.95858314
-75.1986083984375,39.95703125,865,6432105,3801 Market Street,First District Plaza,883805600,19104,1,1986,Other,87830,4688415.552,550281.232500,,,,60,156.800000,1493.8,504.200000,,-75.19861819,39.95677337
-75.03778076171875,40.106811523437493,866,5140622,600 Red Lion Road,"Brookmont Apartment Associates, LP",881196000,19115,8,1972,Multifamily Housing,225400,4400210.736,9096858.004000,,,72,59.900000,97,9525,929,,-75.03781615,40.1065681
-75.16571044921875,39.949829101562493,867,3582095,1435 Walnut St.,1435 Walnut (Drexel Building),883038000,19102,1,1908,Office,57220,2727352.174,693135.733900,,,63,59.800000,146.200000,221.3,313.100000,,-75.16568163,39.9497343
-75.06689453125,40.01580810546875,868,3330964,5300 DITMAN ST,Sullivan,786112400,19124,1,1929,K-12 School,65000,907960.8372,81578.627100,2884751.700000,,60,59.600000,85.300000,591.2,310.400000,,-75.06693662,40.01575884
-75.01287841796875,40.127990722656243,869,4968648,13109-13151 Bustleton Avenue,Somerton Court Apartments,881206510,19116,5,1974,Multifamily Housing,179718,2372977.76,8312725.712000,,,78,59.500000,85.500000,7129.7,681.900000,,-75.01286432,40.12785449
-75.15667724609375,39.94903564453125,870,3642429,919 Walnut Street,Nevil Building,771695000,19107,1,1906,Office,135825,4753509.688,,,3322782.700000,71,59.500000,127.400000,1119.1,702.200000,,-75.15673464,39.94881196
-75.13848876953125,40.00701904296875,871,3330965,3698 NORTH RANDOLPH ST,Taylor,785405400,19140,1,1908,K-12 School,56600,1080200.303,118524.811500,2170050.100000,,59,59.500000,94.400000,477.2,276.800000,,-75.13846391,40.00680922
-75.1260986328125,39.984619140624993,872,3335468,2075 E CUMBERLAND ST,Kensington HS Business-Urban,786085600,19125,1,1917,K-12 School,108000,1843618.243,900834.778000,3675216.400000,,69,59.400000,90.900000,274.4,507.400000,,-75.12617828,39.984401
-75.24267578125,40.06500244140625,873,6055232,600 E Cathedral Rd,Cathedral Village,881447100,19128,1,1979,Multifamily Housing,506974,18435704.75,11696711.280000,,,8,59.400000,126,13840.7,2489,,-75.24271828,40.06482303
-75.06597900390625,40.0670166015625,874,3773538,1330 Rhawn Street,Tacony Academy Charter School,778531800,19111,1,1978,K-12 School,52500,3664.8292,3107654.604000,,,96,59.300000,62.300000,952.9,165.400000,,-75.06598354,40.06684221
-75.16937255859375,39.953796386718743,875,1750728,1735 MARKET ST OFC,"1735 MARKET STREET - OFFICE, Site # 602850",883053525,19103,1,1990,Office,1450008,84640869.84,0,,1412740.800000,58,59.300000,164.600000,14979.7,8668.900000,,-75.16942011,39.95362999
-75.09759521484375,39.985595703125,876,4124433,3380 RICHMOND ST,Amy at Martin,786456000,19134,1,1899,K-12 School,62251,571363.6252,3120151.647000,,,65,59.300000,78.300000,427.4,223.600000,,-75.09756821,39.98539806
-75.1845703125,39.953002929687493,877,3443035,120 S. 30th St.,30th St.,773717200,19104,1,1917,Office,79200,3169278.509,15524.845680,,1511413.700000,75,59.300000,135.200000,1141.5,422.300000,,-75.18462947,39.95284674
-75.160400390625,39.96124267578125,878,3975541,447 N. Broad St.,"The Mathematics, Civics and Sciences Charter School of Philadelphia, Inc.",56334905,19123,1,1925,K-12 School,59300,2177162.056,1332755.895000,,,70,59.200000,126.400000,560.5,291.400000,,-75.16055203,39.96108741
-75.043212890625,40.06500244140625,879,7440725,8400 Roosevelt Boulevard,Harmony Place Assisted Living,Not Available,19452,1,1999,Residential Care Facility,62200,2013987.933,1669533.680000,,,,59.200000,118.800000,1611.8,357.500000,,-75.04330224,40.06473524
-75.1466064453125,39.959228515625,880,3891321,441 n 5th st,Miller Building,883009101,19123,1,1956,Office,80000,3224009.377,1499481.050000,,,72,59,132.500000,603.9,406.300000,,-75.14666651,39.95908754
-75.12841796875,39.98480224609375,881,3330987,2445 EMERALD ST,Kensington HS Health,786121075,19125,1,2001,K-12 School,56394,1407620.259,1921703.586000,,,64,59,105.700000,294.1,244.700000,,-75.12841809,39.98475692
-75.10028076171875,39.995788574218743,882,7362981,3560-62 Sepviva St,Frame Factory,Not Available,19134,1,1950,Multifamily Housing,52000,2556673.016,510229.850000,,,3,59,148,1437.8,286.100000,,-75.10032682,39.99561505
-75.2340087890625,40.048217773437493,883,5045741,7373 Ridge Avenue,Ridge Carlton Apartments,881089500,19128-3232,1,1970,Multifamily Housing,161310,2976099.94,6520548.618000,,,70,58.900000,94.100000,6047.4,647.900000,,-75.23399076,40.04796235
-75.17498779296875,39.955810546874993,884,1973738,2100 Arch Street,Jewish Federation of Greater Philadelphia,772636525,19103,1,1913,Office,120943,4407816.084,,,2718730,83,58.900000,129.100000,2365.4,627.100000,,-75.17503068,39.95563157
-75.1298828125,40.002807617187493,885,3330902,3449 N MASHER ST,Cramp,786211400,19140,1,1970,K-12 School,80088,4550615.108,169954.656700,,,11,58.900000,161.300000,741.6,470.100000,,-75.12996909,40.00256883
-75.160400390625,39.953796386718743,886,3884289,1216 Arch Street,Young Smyth Field Condominium Association,"883305700; 883305710; 883305720; 883305730; 883305740;
883305750;883305760; 883305770; 883305780; 883305790",19107,1,1902,Mixed Use Property,125000,4653507.38,,,2704796.400000,70,58.900000,130.300000,1321.8,651,,-75.16042951,39.95372473
-75.16290283203125,39.9508056640625,887,5840155,1338-1348 Chestnut Street ,435110 - Avenue of the Arts (The Griffin) (Whole Building Data),"882002800; 881302200",19107,1,2016,Multifamily Housing,235115,12456502.3,1386651.441000,,,,58.900000,154.500000,6760.6,1335.600000,,-75.16298645,39.95071763
-75.1654052734375,39.9508056640625,888,5042578,111 S 15th St,Packard Grande,888087200,19102,1,1924,Multifamily Housing,444600,24051621.32,2072006.940000,,,48,58.800000,156.400000,10148.8,2546.800000,,-75.16549454,39.95065369
-75.15008544921875,39.983642578125,889,4134811,1000 Diamond St,Diamond Green,881147275,19122,1,2012,Mixed Use Property,129330,5499625.376,2104269.758000,,,77,58.800000,136.200000,6559.4,668.900000,,-75.15008877,39.9833764
-75.173095703125,39.955993652343743,890,3774261,100 North 20th Street,120 N. 20th Street,883066000,19106,1,1981,Office,88700,4448309.7,776532.747400,,,80,58.700000,148.900000,1445,492.300000,,-75.17317075,39.95594838
-75.00750732421875,40.09600830078125,891,3620094,2828 Charter Rd.,2828 Charter Rd.,884290500,19154,1,1957,Mixed Use Property,276000,5850617.816,10355590.410000,,,,58.700000,98.800000,1.3,1142.800000,,-75.0074775,40.09593744
-74.97320556640625,40.1124267578125,892,6396007,14300 Townsend Road  19154,Philadelphia Station ZPHI/191 – 14300 Townsend Road,Not Available,19154,1,1996,Non-Refrigerated Warehouse,154048,5045873.732,3992924.800000,,,12,58.700000,118.900000,9760.5,723.300000,,-74.9732184,40.11216559
-75.2703857421875,39.87359619140625,893,6396027, 1 Tinicum Island Road,South Philadelphia Station ZSPH/190 – 1 Tinicum Island Road,Not Available,19113,1,1996,Non-Refrigerated Warehouse,154048,5045873.732,3992924.800000,,,11,58.700000,118.900000,9760.5,723.300000,,-75.27044609,39.8733989
-75.21148681640625,39.9639892578125,894,6816232,4400 Fairmount Ave,4400 Fairmount Ave,Not Available,19130,1,1980,Multifamily Housing,132266,4332400.648,3428335.135000,,,40,58.700000,118.900000,8380.4,621,,-75.21147333,39.96388551
-75.12249755859375,39.990600585937493,895,6816234,2771 Ruth St,2771 Ruth St,Not Available,19134,1,1980,Multifamily Housing,70309,2302985.357,1822408.865000,,,40,58.700000,118.900000,4454.8,330.100000,,-75.12262895,39.99034149
-75.11199951171875,39.994384765624986,896,6816235,1952 E Allegheny Ave,1952 E Allegheny Ave,Not Available,19134,1,1980,Multifamily Housing,50652,1659116.39,1312899.890000,,,40,58.700000,118.900000,3209.3,237.800000,,-75.11204907,39.99426369
-75.15618896484375,39.955810546874993,897,6816236,1011 Race St,1011 Race St,Not Available,19107,1,1980,Multifamily Housing,50100,1641035.52,1298591.890000,,,40,58.700000,118.900000,3174.3,235.200000,,-75.15622685,39.95573789
-75.18109130859375,40.024597167968743,898,6816237,5450 Wissahickon Ave,5450 Wissahickon Ave,Not Available,19144,1,1980,Multifamily Housing,475000,15558720,12312001.150000,,,40,58.700000,118.900000,30096,2230.200000,,-75.18106499,40.02449479
-75.13250732421875,39.99884033203125,899,5050083,174 W Allegheny Avenue,MFM - 174 W Allegheny Ave,881448405,19133,1,1990,Multifamily Housing,67027,2195482.79,1737335.950000,,,58,58.700000,118.900000,4246.8,314.700000,,-75.13255773,39.99864897
-75.2503662109375,40.06500244140625,900,5218324,475 Spring Lane,The Renfrew Center - CURRENT,881436500,19128,1,1985,Residential Care Facility,57784,2876089.784,,333311.400000,,,58.700000,148.400000,2469,327.900000,,-75.25045004,40.06485147
-75.1680908203125,39.95281982421875,901,1840857,1650 Market Street,One Liberty Place,883031676,19103,1,1987,Office,1335092,77996852.84,,,,61,58.600000,163.700000,8484.6,7918.800000,,-75.16808522,39.95256027
-75.1846923828125,39.976989746093743,902,3928100,1330 N. 30th Street,Atelier Storage,886906606,19121,0,1977,Self-Storage Facility,57023,3327939.238,,,,,58.400000,163.400000,399.6,337.200000,,-75.1846771,39.97692643
-75.03778076171875,40.072387695312493,903,5014034,8900 Roosevelt Blvd,Robert Saligman Apts_Saligman North fka Holiday House,"778799005; 778799020",19115,1,1978,Multifamily Housing,201661,7627764.84,4134786.519000,,,64,58.300000,127.400000,7395.8,992.400000,,-75.03776279,40.07230533
-75.168212890625,39.961791992187507,904,6322437,450 N 18th St,North x Northwest (N),881561900,19130,0,2017,Multifamily Housing,278402,13923314.28,2302350.029000,,,35,58.300000,148.700000,1506.6,1532.900000,,-75.16823693,39.96165728
-75.14300537109375,39.925842285156243,905,5023272,1651 Christopher Columbus Blvd,#4101-CHRIS COLUMBUS BLVD,882055160,19148,1,1994,Retail Store,152681,4950156.896,3928969.227000,,,85,58.200000,117.800000,1275.6,710.200000,,-75.14307766,39.925683
-75.01519775390625,40.121582031249986,906,5013883,12003 Bustleton Avenue,Ephraim Goldstein Apartments aka Shalom/Arbor,"778728000; 778729000",19116,1,1980,Multifamily Housing,209437,8007714.924,4190456.638000,,,56,58.200000,128.100000,12118.9,1033.800000,,-75.01521125,40.12154916
-75.22418212890625,40.041625976562486,907,4995156,6725 Ridge Avenue,Ridgeview Apartments,881087500,19128,1,1964,Multifamily Housing,77182,1433101.416,3052201.023000,,,82,58.100000,93.500000,2754.9,307.300000,,-75.22425926,40.04142533
-75.1719970703125,39.963012695312486,908,4694204,2001 Hamilton Street,(PA2141 - 2244) - City View North & South,888091015,19130,2,1990,Multifamily Housing,500000,18743842.47,10296320.510000,,,50,58.100000,126.600000,17793.6,2445.900000,,-75.1721256,39.96282723
-75.19000244140625,39.95819091796875,909,5002154,101 N 34th Street,"20,22-Calhoun & Towers Hall","881822850 ; 774554000",19104,2,1972,Residence Hall/Dormitory,225970,13008529.78,125864.622300,,,,58.100000,161.800000,4526.4,1324.600000,,-75.19000492,39.95805059
-75.15789794921875,39.951782226562507,910,6383621,1026-44 MARKET ST,1026-44 MARKET ST,Not Available,19107-4205,1,1960,K-12 School,89159,4374095.288,441795.582300,,351578,66,58,147.300000,667.2,490,,-75.15795606,39.95166568
